Testname,Listener,Type,Source,Target,Algorithm,Ratingscore
SiSEC08,Listener_53,music,wdrums,bass,Algo27,42
SiSEC08,Listener_53,music,wdrums,bass,Algo30,46
SiSEC08,Listener_53,music,wdrums,bass,Algo32,32
SiSEC08,Listener_53,music,wdrums,bass,Algo34,36
SiSEC08,Listener_53,music,wdrums,bass,anchor,20
SiSEC08,Listener_62,speech,female,dialog1,orig,100
SiSEC08,Listener_62,speech,female,dialog1,Algo8,53
SiSEC08,Listener_62,speech,female,dialog1,Algo21,63
SiSEC08,Listener_62,speech,female,dialog1,Algo22,72
SiSEC08,Listener_62,speech,female,dialog1,Algo24,64
SiSEC08,Listener_62,speech,female,dialog1,Algo25,45
SiSEC08,Listener_62,speech,female,dialog1,Algo27,72
SiSEC08,Listener_62,speech,female,dialog1,Algo30,63
SiSEC08,Listener_62,speech,female,dialog1,Algo32,10
SiSEC08,Listener_62,speech,female,dialog1,Algo34,40
SiSEC08,Listener_62,speech,female,dialog1,anchor,20
SiSEC08,Listener_62,speech,female,dialog2,orig,100
SiSEC08,Listener_62,speech,female,dialog2,Algo8,41
SiSEC08,Listener_62,speech,female,dialog2,Algo21,53
SiSEC08,Listener_62,speech,female,dialog2,Algo22,39
SiSEC08,Listener_62,speech,female,dialog2,Algo24,51
SiSEC08,Listener_62,speech,female,dialog2,Algo25,31
SiSEC08,Listener_62,speech,female,dialog2,Algo27,46
SiSEC08,Listener_62,speech,female,dialog2,Algo30,41
SiSEC08,Listener_62,speech,female,dialog2,Algo32,5
SiSEC08,Listener_62,speech,female,dialog2,Algo34,31
SiSEC08,Listener_62,speech,female,dialog2,anchor,20
SiSEC08,Listener_62,speech,female,dialog3,orig,100
SiSEC08,Listener_62,speech,female,dialog3,Algo8,38
SiSEC08,Listener_62,speech,female,dialog3,Algo21,33
SiSEC08,Listener_62,speech,female,dialog3,Algo22,47
SiSEC08,Listener_62,speech,female,dialog3,Algo24,48
SiSEC08,Listener_62,speech,female,dialog3,Algo25,35
SiSEC08,Listener_62,speech,female,dialog3,Algo27,42
SiSEC08,Listener_62,speech,female,dialog3,Algo30,38
SiSEC08,Listener_62,speech,female,dialog3,Algo32,10
SiSEC08,Listener_62,speech,female,dialog3,Algo34,26
SiSEC08,Listener_62,speech,female,dialog3,anchor,20
SiSEC08,Listener_62,speech,female,dialog4,orig,100
SiSEC08,Listener_62,speech,female,dialog4,Algo8,49
SiSEC08,Listener_62,speech,female,dialog4,Algo21,51
SiSEC08,Listener_62,speech,female,dialog4,Algo22,53
SiSEC08,Listener_62,speech,female,dialog4,Algo24,54
SiSEC08,Listener_62,speech,female,dialog4,Algo25,37
SiSEC08,Listener_62,speech,female,dialog4,Algo27,53
SiSEC08,Listener_62,speech,female,dialog4,Algo30,48
SiSEC08,Listener_62,speech,female,dialog4,Algo32,10
SiSEC08,Listener_62,speech,female,dialog4,Algo34,30
SiSEC08,Listener_62,speech,female,dialog4,anchor,20
SiSEC08,Listener_62,speech,male,dialog5,orig,100
SiSEC08,Listener_62,speech,male,dialog5,Algo8,59
SiSEC08,Listener_62,speech,male,dialog5,Algo21,65
SiSEC08,Listener_62,speech,male,dialog5,Algo22,80
SiSEC08,Listener_62,speech,male,dialog5,Algo24,75
SiSEC08,Listener_62,speech,male,dialog5,Algo25,48
SiSEC08,Listener_62,speech,male,dialog5,Algo27,72
SiSEC08,Listener_62,speech,male,dialog5,Algo30,65
SiSEC08,Listener_62,speech,male,dialog5,Algo32,16
SiSEC08,Listener_62,speech,male,dialog5,Algo34,50
SiSEC08,Listener_62,speech,male,dialog5,anchor,20
SiSEC08,Listener_62,speech,male,dialog6,orig,100
SiSEC08,Listener_62,speech,male,dialog6,Algo8,37
SiSEC08,Listener_62,speech,male,dialog6,Algo21,15
SiSEC08,Listener_62,speech,male,dialog6,Algo22,53
SiSEC08,Listener_62,speech,male,dialog6,Algo24,38
SiSEC08,Listener_62,speech,male,dialog6,Algo25,30
SiSEC08,Listener_62,speech,male,dialog6,Algo27,17
SiSEC08,Listener_62,speech,male,dialog6,Algo30,52
SiSEC08,Listener_62,speech,male,dialog6,Algo32,5
SiSEC08,Listener_62,speech,male,dialog6,Algo34,45
SiSEC08,Listener_62,speech,male,dialog6,anchor,20
SiSEC08,Listener_62,speech,male,dialog7,orig,100
SiSEC08,Listener_62,speech,male,dialog7,Algo8,41
SiSEC08,Listener_62,speech,male,dialog7,Algo21,37
SiSEC08,Listener_62,speech,male,dialog7,Algo22,60
SiSEC08,Listener_62,speech,male,dialog7,Algo24,47
SiSEC08,Listener_62,speech,male,dialog7,Algo25,27
SiSEC08,Listener_62,speech,male,dialog7,Algo27,51
SiSEC08,Listener_62,speech,male,dialog7,Algo30,40
SiSEC08,Listener_62,speech,male,dialog7,Algo32,5
SiSEC08,Listener_62,speech,male,dialog7,Algo34,29
SiSEC08,Listener_62,speech,male,dialog7,anchor,20
SiSEC08,Listener_62,speech,male,dialog8,orig,100
SiSEC08,Listener_62,speech,male,dialog8,Algo8,44
SiSEC08,Listener_62,speech,male,dialog8,Algo21,49
SiSEC08,Listener_62,speech,male,dialog8,Algo22,57
SiSEC08,Listener_62,speech,male,dialog8,Algo24,52
SiSEC08,Listener_62,speech,male,dialog8,Algo25,40
SiSEC08,Listener_62,speech,male,dialog8,Algo27,50
SiSEC08,Listener_62,speech,male,dialog8,Algo30,56
SiSEC08,Listener_62,speech,male,dialog8,Algo32,16
SiSEC08,Listener_62,speech,male,dialog8,Algo34,30
SiSEC08,Listener_62,speech,male,dialog8,anchor,20
SiSEC08,Listener_62,music,nodrums,ebass,orig,100
SiSEC08,Listener_62,music,nodrums,ebass,Algo8,59
SiSEC08,Listener_62,music,nodrums,ebass,Algo21,41
SiSEC08,Listener_62,music,nodrums,ebass,Algo22,87
SiSEC08,Listener_62,music,nodrums,ebass,Algo24,59
SiSEC08,Listener_62,music,nodrums,ebass,Algo25,43
SiSEC08,Listener_62,music,nodrums,ebass,Algo27,43
SiSEC08,Listener_62,music,nodrums,ebass,Algo30,73
SiSEC08,Listener_62,music,nodrums,ebass,Algo32,29
SiSEC08,Listener_62,music,nodrums,ebass,Algo34,31
SiSEC08,Listener_62,music,nodrums,ebass,anchor,20
SiSEC08,Listener_62,music,nodrums,eguitar,orig,100
SiSEC08,Listener_62,music,nodrums,eguitar,Algo8,79
SiSEC08,Listener_62,music,nodrums,eguitar,Algo21,56
SiSEC08,Listener_62,music,nodrums,eguitar,Algo22,86
SiSEC08,Listener_62,music,nodrums,eguitar,Algo24,40
SiSEC08,Listener_62,music,nodrums,eguitar,Algo25,49
SiSEC08,Listener_62,music,nodrums,eguitar,Algo27,56
SiSEC08,Listener_62,music,nodrums,eguitar,Algo30,65
SiSEC08,Listener_62,music,nodrums,eguitar,Algo32,15
SiSEC08,Listener_62,music,nodrums,eguitar,Algo34,5
SiSEC08,Listener_62,music,nodrums,eguitar,anchor,20
SiSEC08,Listener_62,music,nodrums,aguitar,orig,100
SiSEC08,Listener_62,music,nodrums,aguitar,Algo8,99
SiSEC08,Listener_62,music,nodrums,aguitar,Algo21,82
SiSEC08,Listener_62,music,nodrums,aguitar,Algo22,99
SiSEC08,Listener_62,music,nodrums,aguitar,Algo24,74
SiSEC08,Listener_62,music,nodrums,aguitar,Algo25,50
SiSEC08,Listener_62,music,nodrums,aguitar,Algo27,99
SiSEC08,Listener_62,music,nodrums,aguitar,Algo30,80
SiSEC08,Listener_62,music,nodrums,aguitar,Algo32,40
SiSEC08,Listener_62,music,nodrums,aguitar,Algo34,1
SiSEC08,Listener_62,music,nodrums,aguitar,anchor,20
SiSEC08,Listener_62,music,wdrums,hat,orig,100
SiSEC08,Listener_62,music,wdrums,hat,Algo8,55
SiSEC08,Listener_62,music,wdrums,hat,Algo21,57
SiSEC08,Listener_62,music,wdrums,hat,Algo22,65
SiSEC08,Listener_62,music,wdrums,hat,Algo24,46
SiSEC08,Listener_62,music,wdrums,hat,Algo25,37
SiSEC08,Listener_62,music,wdrums,hat,Algo27,60
SiSEC08,Listener_62,music,wdrums,hat,Algo30,68
SiSEC08,Listener_62,music,wdrums,hat,Algo32,66
SiSEC08,Listener_62,music,wdrums,hat,Algo34,28
SiSEC08,Listener_62,music,wdrums,hat,anchor,20
SiSEC08,Listener_62,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_62,music,wdrums,kicksnare,Algo8,30
SiSEC08,Listener_62,music,wdrums,kicksnare,Algo21,50
SiSEC08,Listener_62,music,wdrums,kicksnare,Algo22,15
SiSEC08,Listener_62,music,wdrums,kicksnare,Algo24,27
SiSEC08,Listener_62,music,wdrums,kicksnare,Algo25,5
SiSEC08,Listener_62,music,wdrums,kicksnare,Algo27,16
SiSEC08,Listener_62,music,wdrums,kicksnare,Algo30,65
SiSEC08,Listener_62,music,wdrums,kicksnare,Algo32,5
SiSEC08,Listener_62,music,wdrums,kicksnare,Algo34,30
SiSEC08,Listener_62,music,wdrums,kicksnare,anchor,20
SiSEC08,Listener_62,music,wdrums,bass,orig,100
SiSEC08,Listener_62,music,wdrums,bass,Algo8,80
SiSEC08,Listener_62,music,wdrums,bass,Algo21,81
SiSEC08,Listener_62,music,wdrums,bass,Algo22,85
SiSEC08,Listener_62,music,wdrums,bass,Algo24,60
SiSEC08,Listener_62,music,wdrums,bass,Algo25,38
SiSEC08,Listener_62,music,wdrums,bass,Algo27,62
SiSEC08,Listener_62,music,wdrums,bass,Algo30,66
SiSEC08,Listener_62,music,wdrums,bass,Algo32,18
SiSEC08,Listener_62,music,wdrums,bass,Algo34,29
SiSEC08,Listener_62,music,wdrums,bass,anchor,20
SiSEC08,Listener_65,speech,female,dialog1,orig,100
SiSEC08,Listener_65,speech,female,dialog1,Algo8,63
SiSEC08,Listener_65,speech,female,dialog1,Algo21,70
SiSEC08,Listener_65,speech,female,dialog1,Algo22,74
SiSEC08,Listener_65,speech,female,dialog1,Algo24,74
SiSEC08,Listener_65,speech,female,dialog1,Algo25,60
SiSEC08,Listener_65,speech,female,dialog1,Algo27,71
SiSEC08,Listener_65,speech,female,dialog1,Algo30,63
SiSEC08,Listener_65,speech,female,dialog1,Algo32,30
SiSEC08,Listener_65,speech,female,dialog1,Algo34,60
SiSEC08,Listener_65,speech,female,dialog1,anchor,5
SiSEC08,Listener_65,speech,female,dialog2,orig,100
SiSEC08,Listener_65,speech,female,dialog2,Algo8,40
SiSEC08,Listener_65,speech,female,dialog2,Algo21,36
SiSEC08,Listener_65,speech,female,dialog2,Algo22,40
SiSEC08,Listener_65,speech,female,dialog2,Algo24,40
SiSEC08,Listener_65,speech,female,dialog2,Algo25,28
SiSEC08,Listener_65,speech,female,dialog2,Algo27,40
SiSEC08,Listener_65,speech,female,dialog2,Algo30,40
SiSEC08,Listener_65,speech,female,dialog2,Algo32,24
SiSEC08,Listener_65,speech,female,dialog2,Algo34,10
SiSEC08,Listener_65,speech,female,dialog2,anchor,5
SiSEC08,Listener_65,speech,female,dialog3,orig,100
SiSEC08,Listener_65,speech,female,dialog3,Algo8,34
SiSEC08,Listener_65,speech,female,dialog3,Algo21,30
SiSEC08,Listener_65,speech,female,dialog3,Algo22,30
SiSEC08,Listener_65,speech,female,dialog3,Algo24,32
SiSEC08,Listener_65,speech,female,dialog3,Algo25,31
SiSEC08,Listener_65,speech,female,dialog3,Algo27,34
SiSEC08,Listener_65,speech,female,dialog3,Algo30,32
SiSEC08,Listener_65,speech,female,dialog3,Algo32,10
SiSEC08,Listener_65,speech,female,dialog3,Algo34,20
SiSEC08,Listener_65,speech,female,dialog3,anchor,5
SiSEC08,Listener_65,speech,female,dialog4,orig,100
SiSEC08,Listener_65,speech,female,dialog4,Algo8,50
SiSEC08,Listener_65,speech,female,dialog4,Algo21,50
SiSEC08,Listener_65,speech,female,dialog4,Algo22,50
SiSEC08,Listener_65,speech,female,dialog4,Algo24,50
SiSEC08,Listener_65,speech,female,dialog4,Algo25,20
SiSEC08,Listener_65,speech,female,dialog4,Algo27,50
SiSEC08,Listener_65,speech,female,dialog4,Algo30,50
SiSEC08,Listener_65,speech,female,dialog4,Algo32,30
SiSEC08,Listener_65,speech,female,dialog4,Algo34,10
SiSEC08,Listener_65,speech,female,dialog4,anchor,5
SiSEC08,Listener_65,speech,male,dialog5,orig,100
SiSEC08,Listener_65,speech,male,dialog5,Algo8,50
SiSEC08,Listener_65,speech,male,dialog5,Algo21,50
SiSEC08,Listener_65,speech,male,dialog5,Algo22,52
SiSEC08,Listener_65,speech,male,dialog5,Algo24,50
SiSEC08,Listener_65,speech,male,dialog5,Algo25,40
SiSEC08,Listener_65,speech,male,dialog5,Algo27,50
SiSEC08,Listener_65,speech,male,dialog5,Algo30,52
SiSEC08,Listener_65,speech,male,dialog5,Algo32,42
SiSEC08,Listener_65,speech,male,dialog5,Algo34,40
SiSEC08,Listener_65,speech,male,dialog5,anchor,5
SiSEC08,Listener_65,speech,male,dialog6,orig,100
SiSEC08,Listener_65,speech,male,dialog6,Algo8,30
SiSEC08,Listener_65,speech,male,dialog6,Algo21,20
SiSEC08,Listener_65,speech,male,dialog6,Algo22,35
SiSEC08,Listener_65,speech,male,dialog6,Algo24,30
SiSEC08,Listener_65,speech,male,dialog6,Algo25,25
SiSEC08,Listener_65,speech,male,dialog6,Algo27,30
SiSEC08,Listener_65,speech,male,dialog6,Algo30,30
SiSEC08,Listener_65,speech,male,dialog6,Algo32,10
SiSEC08,Listener_65,speech,male,dialog6,Algo34,10
SiSEC08,Listener_65,speech,male,dialog6,anchor,5
SiSEC08,Listener_65,speech,male,dialog7,orig,100
SiSEC08,Listener_65,speech,male,dialog7,Algo8,40
SiSEC08,Listener_65,speech,male,dialog7,Algo21,38
SiSEC08,Listener_65,speech,male,dialog7,Algo22,45
SiSEC08,Listener_65,speech,male,dialog7,Algo24,40
SiSEC08,Listener_65,speech,male,dialog7,Algo25,37
SiSEC08,Listener_65,speech,male,dialog7,Algo27,40
SiSEC08,Listener_65,speech,male,dialog7,Algo30,38
SiSEC08,Listener_65,speech,male,dialog7,Algo32,35
SiSEC08,Listener_65,speech,male,dialog7,Algo34,35
SiSEC08,Listener_65,speech,male,dialog7,anchor,5
SiSEC08,Listener_65,speech,male,dialog8,orig,100
SiSEC08,Listener_65,speech,male,dialog8,Algo8,30
SiSEC08,Listener_65,speech,male,dialog8,Algo21,28
SiSEC08,Listener_65,speech,male,dialog8,Algo22,32
SiSEC08,Listener_65,speech,male,dialog8,Algo24,30
SiSEC08,Listener_65,speech,male,dialog8,Algo25,15
SiSEC08,Listener_65,speech,male,dialog8,Algo27,28
SiSEC08,Listener_65,speech,male,dialog8,Algo30,30
SiSEC08,Listener_65,speech,male,dialog8,Algo32,15
SiSEC08,Listener_65,speech,male,dialog8,Algo34,10
SiSEC08,Listener_65,speech,male,dialog8,anchor,5
SiSEC08,Listener_65,music,nodrums,ebass,orig,100
SiSEC08,Listener_65,music,nodrums,ebass,Algo8,50
SiSEC08,Listener_65,music,nodrums,ebass,Algo21,50
SiSEC08,Listener_65,music,nodrums,ebass,Algo22,76
SiSEC08,Listener_65,music,nodrums,ebass,Algo24,50
SiSEC08,Listener_65,music,nodrums,ebass,Algo25,55
SiSEC08,Listener_65,music,nodrums,ebass,Algo27,41
SiSEC08,Listener_65,music,nodrums,ebass,Algo30,61
SiSEC08,Listener_65,music,nodrums,ebass,Algo32,10
SiSEC08,Listener_65,music,nodrums,ebass,Algo34,15
SiSEC08,Listener_65,music,nodrums,ebass,anchor,5
SiSEC08,Listener_65,music,nodrums,eguitar,orig,100
SiSEC08,Listener_65,music,nodrums,eguitar,Algo8,30
SiSEC08,Listener_65,music,nodrums,eguitar,Algo21,31
SiSEC08,Listener_65,music,nodrums,eguitar,Algo22,45
SiSEC08,Listener_65,music,nodrums,eguitar,Algo24,31
SiSEC08,Listener_65,music,nodrums,eguitar,Algo25,30
SiSEC08,Listener_65,music,nodrums,eguitar,Algo27,30
SiSEC08,Listener_65,music,nodrums,eguitar,Algo30,31
SiSEC08,Listener_65,music,nodrums,eguitar,Algo32,20
SiSEC08,Listener_65,music,nodrums,eguitar,Algo34,20
SiSEC08,Listener_65,music,nodrums,eguitar,anchor,5
SiSEC08,Listener_65,music,nodrums,aguitar,orig,100
SiSEC08,Listener_65,music,nodrums,aguitar,Algo8,100
SiSEC08,Listener_65,music,nodrums,aguitar,Algo21,100
SiSEC08,Listener_65,music,nodrums,aguitar,Algo22,100
SiSEC08,Listener_65,music,nodrums,aguitar,Algo24,100
SiSEC08,Listener_65,music,nodrums,aguitar,Algo25,40
SiSEC08,Listener_65,music,nodrums,aguitar,Algo27,100
SiSEC08,Listener_65,music,nodrums,aguitar,Algo30,100
SiSEC08,Listener_65,music,nodrums,aguitar,Algo32,30
SiSEC08,Listener_65,music,nodrums,aguitar,Algo34,10
SiSEC08,Listener_65,music,nodrums,aguitar,anchor,5
SiSEC08,Listener_65,music,wdrums,hat,orig,100
SiSEC08,Listener_65,music,wdrums,hat,Algo8,24
SiSEC08,Listener_65,music,wdrums,hat,Algo21,24
SiSEC08,Listener_65,music,wdrums,hat,Algo22,35
SiSEC08,Listener_65,music,wdrums,hat,Algo24,24
SiSEC08,Listener_65,music,wdrums,hat,Algo25,20
SiSEC08,Listener_65,music,wdrums,hat,Algo27,24
SiSEC08,Listener_65,music,wdrums,hat,Algo30,40
SiSEC08,Listener_65,music,wdrums,hat,Algo32,24
SiSEC08,Listener_65,music,wdrums,hat,Algo34,15
SiSEC08,Listener_65,music,wdrums,hat,anchor,5
SiSEC08,Listener_65,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_65,music,wdrums,kicksnare,Algo8,30
SiSEC08,Listener_65,music,wdrums,kicksnare,Algo21,34
SiSEC08,Listener_65,music,wdrums,kicksnare,Algo22,50
SiSEC08,Listener_65,music,wdrums,kicksnare,Algo24,27
SiSEC08,Listener_65,music,wdrums,kicksnare,Algo25,2
SiSEC08,Listener_65,music,wdrums,kicksnare,Algo27,25
SiSEC08,Listener_65,music,wdrums,kicksnare,Algo30,27
SiSEC08,Listener_65,music,wdrums,kicksnare,Algo32,15
SiSEC08,Listener_65,music,wdrums,kicksnare,Algo34,10
SiSEC08,Listener_65,music,wdrums,kicksnare,anchor,5
SiSEC08,Listener_65,music,wdrums,bass,orig,100
SiSEC08,Listener_65,music,wdrums,bass,Algo8,45
SiSEC08,Listener_65,music,wdrums,bass,Algo21,45
SiSEC08,Listener_65,music,wdrums,bass,Algo22,60
SiSEC08,Listener_65,music,wdrums,bass,Algo24,50
SiSEC08,Listener_65,music,wdrums,bass,Algo25,40
SiSEC08,Listener_65,music,wdrums,bass,Algo27,45
SiSEC08,Listener_65,music,wdrums,bass,Algo30,50
SiSEC08,Listener_65,music,wdrums,bass,Algo32,30
SiSEC08,Listener_65,music,wdrums,bass,Algo34,40
SiSEC08,Listener_65,music,wdrums,bass,anchor,5
